ResponseId,Education,Education (reversed),Salary,MainBranch,Employment,RemoteWork,CodingActivities,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,DevType,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,YearsCodePro,YearsCode
51920,4 Bachelor's,2 Bachelor's,170,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Gay or Lesbian,White,10-May,15-Oct
51926,4 Bachelor's,2 Bachelor's,95,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, full-stack","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51931,4 Bachelor's,2 Bachelor's,216,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
51935,1 Secondary,5 Secondary,62,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
51937,6 Doctorate,0 Doctorate,115,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack",100 to 499 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White;North American,0-5,10-May
51938,4 Bachelor's,2 Bachelor's,170,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Coursera,"Engineer, data","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
51944,4 Bachelor's,2 Bachelor's,2160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Friend or family member,Technical documentation,,"Engineer, site reliability",500 to 999 employees,United States of America,,,No,,,15-20,15-20
51952,5 Master's,1 Master's,185,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,Udemy,"Developer, front-end","5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
51955,3 Associate,3 Associate,90,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,Codecademy,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Woman,No,,White,10-May,10-May
51957,4 Bachelor's,2 Bachelor's,181,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
51966,5 Master's,1 Master's,115,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Books / Physical media,Technical documentation,Udemy,"Developer, front-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
51973,4 Bachelor's,2 Bachelor's,170,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,"School (i.e., University, College, etc)",,,"Developer, front-end","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
51978,2 College study,4 College study,91,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, front-end",20 to 99 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51979,5 Master's,1 Master's,122,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,,Indian,0-5,10-May
51983,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"School (i.e., University, College, etc)",,,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51985,5 Master's,1 Master's,260,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack",10 to 19 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
51997,2 College study,4 College study,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, front-end",20 to 99 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
52001,4 Bachelor's,2 Bachelor's,165,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","5,000 to 9,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
52012,2 College study,4 College study,152,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Skillsoft,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,North American,20-25,20-25
52019,4 Bachelor's,2 Bachelor's,225,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Bootstrapping a business,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Pluralsight,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
52024,4 Bachelor's,2 Bachelor's,1000,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, back-end","5,000 to 9,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
52025,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Books / Physical media,,,"Developer, front-end",10 to 19 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
52041,4 Bachelor's,2 Bachelor's,180,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Books / Physical media,,Udemy,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
52067,4 Bachelor's,2 Bachelor's,280,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack","5,000 to 9,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,South Asian,20-25,20-25
52068,4 Bachelor's,2 Bachelor's,156,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a,10-May,10-May
52071,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,DevOps specialist,"1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
52079,5 Master's,1 Master's,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
52084,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,Technical documentation,Pluralsight,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Gay or Lesbian,White;Hispanic or Latino/a,15-Oct,15-20
52087,4 Bachelor's,2 Bachelor's,125,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, back-end",100 to 499 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,25-30,25-30
52091,4 Bachelor's,2 Bachelor's,300,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,"School (i.e., University, College, etc)",,Coursera,"Developer, back-end",10 to 19 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,0-5,10-May
52095,4 Bachelor's,2 Bachelor's,275,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
52107,4 Bachelor's,2 Bachelor's,55,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Friend or family member,Blogs,Codecademy,"Developer, front-end",100 to 499 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
52113,2 College study,4 College study,200,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, game or graphics","Just me - I am a freelancer, sole proprietor, etc.",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,30-35,30-35
52116,3 Associate,3 Associate,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Friend or family member,,,"Developer, back-end",2 to 9 employees,United States of America,25-34 years old,Man,No,Prefer not to say,White;Hispanic or Latino/a,10-May,15-Oct
52122,4 Bachelor's,2 Bachelor's,225,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, front-end",100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,30-35
52128,4 Bachelor's,2 Bachelor's,82,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
52148,4 Bachelor's,2 Bachelor's,77,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Developer, front-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Multiracial;Pacific Islander,0-5,0-5
52168,4 Bachelor's,2 Bachelor's,74,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,Data scientist or machine learning specialist,100 to 499 employees,United States of America,,,,,,0-5,10-May
52173,5 Master's,1 Master's,250,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Other (please specify):,,,"Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
